config,enhanced_annual,original_annual,improvement,enhanced_sharpe,enhanced_drawdown,rebalance_count,avg_turnover,regime_counts
R4-v1(基准),0.2446269010405171,0.23330421871614138,0.011322682324375721,1.3418587061159972,-0.18715078258235998,71,0.03916316994116723,"{'volatile': 27, 'bull': 28, 'bear': 16}"
R4-v2(优化),0.2444867974527527,0.23330421871614138,0.011182578736611326,1.3384820152946255,-0.18867271317446296,71,0.03486905083023294,"{'volatile': 27, 'bull': 28, 'bear': 16}"
R4-v2(激进),0.2444867974527527,0.23330421871614138,0.011182578736611326,1.3384820152946255,-0.18867271317446296,71,0.03486905083023294,"{'volatile': 27, 'bull': 28, 'bear': 16}"
R5-v1(基准),0.24451378804810964,0.22626801268020347,0.01824577536790617,1.2386707910892165,-0.2274286381535835,71,0.04412283126112069,"{'volatile': 27, 'bull': 28, 'bear': 16}"
R5-v2(优化),0.2457573361596217,0.22626801268020347,0.01948932347941823,1.2401507854365532,-0.22973684214597506,71,0.0374249268914785,"{'volatile': 27, 'bull': 28, 'bear': 16}"
R5-v2(激进),0.2457573361596217,0.22626801268020347,0.01948932347941823,1.2401507854365532,-0.22973684214597506,71,0.0374249268914785,"{'volatile': 27, 'bull': 28, 'bear': 16}"
