config,enhanced_annual,original_annual,improvement,enhanced_sharpe,enhanced_drawdown,rebalance_count,avg_turnover,risk_triggers,ml_enabled
R4-v3(基准),0.24981232175061474,0.23330421871614138,0.016508103034473365,1.3628029104181778,-0.1870878852939623,71,0.035898675008596885,0,False
R4-v4(风控),0.23313676374276504,0.23330421871614138,-0.0001674549733763353,1.2959513818709247,-0.1870865722716843,71,0.10715985687352236,1,False
R4-v4(IC+风控),0.2327996353655335,0.23330421871614138,-0.000504583350607879,1.2932686867396956,-0.19073523993722918,71,0.10613527144660419,1,False
R4-v4(全部),0.2327996353655335,0.23330421871614138,-0.000504583350607879,1.2932686867396956,-0.19073523993722918,71,0.10613527144660419,1,False
R5-v3(基准),0.2528954205965994,0.22626801268020347,0.02662740791639595,1.2644411075709456,-0.23165303598045547,71,0.03261674532532136,0,False
R5-v4(风控),0.23319100255499547,0.22626801268020347,0.006922989874792007,1.1950830193117878,-0.23271939337762249,71,0.10762669672484498,1,False
R5-v4(IC+风控),0.23403710208651995,0.22626801268020347,0.007769089406316487,1.2013716233258165,-0.2320691385278721,71,0.10866049388770498,1,False
R5-v4(全部),0.23403710208651995,0.22626801268020347,0.007769089406316487,1.2013716233258165,-0.2320691385278721,71,0.10866049388770498,1,False
