code,weight,composite_score,percentile,multiplier,original_weight,adjusted_weight,weight_change
000027,0.0008554524397339974,43.76962577450781,0.15948275862068967,0.5,0.0008554524397339974,0.0004687558978280137,-0.45203745286672725
000088,0.001821581842265177,60.86290777778772,0.728448275862069,1.3,0.001821581842265177,0.0022200808030393726,0.21876533435283552
000338,0.003038072145214615,66.12156267049708,0.8706896551724138,1.6,0.003038072145214615,0.004557165555508341,0.500018873049644
000408,0.00044019693339301214,52.32318986276099,0.3922413793103448,0.9,0.00044019693339301214,0.0004687558978280137,0.06487769965790258
000422,0.003002395882172836,71.04985696932572,0.9439655172413793,2.0,0.003002395882172836,0.0056295631095322355,0.8750235913120548
000423,0.001923580349727587,58.75550070712015,0.6681034482758621,1.1,0.001923580349727587,0.0019837171945379355,0.03126297522163024
000498,0.0017456557516125888,59.40484264829807,0.6896551724137931,1.1,0.0017456557516125888,0.0018002301441207497,0.03126297522163046
000581,0.0044324886972402465,52.71374887827218,0.4224137931034483,1.0,0.0044324886972402465,0.004155510437774749,-0.06248820434397262
000598,0.0009699216481172062,59.83139569228218,0.7025862068965517,1.3,0.0009699216481172062,0.0011821068817636203,0.21876533435283574
000651,0.0044324886972402465,64.67008675183533,0.853448275862069,1.6,0.0044324886972402465,0.006648816700439599,0.500018873049644
000672,0.0017736225257227924,53.326537872659586,0.44396551724137934,1.0,0.0017736225257227924,0.0016627920389063538,-0.06248820434397262
000690,0.0035497533217969984,46.18412449963857,0.23275862068965517,0.75,0.0035497533217969984,0.0024959517081403894,-0.2968661532579794
000719,0.005691377456244253,46.75170876485204,0.25,0.75,0.005691377456244253,0.0040018001240698375,-0.2968661532579795
000726,0.0044324886972402465,51.233275299241285,0.36637931034482757,0.9,0.0044324886972402465,0.003739959393997274,-0.15623938390957537
000800,0.006664073393677461,41.122647193190076,0.10344827586206896,0.5,0.006664073393677461,0.0031238237068450564,-0.5312441021719863
000880,0.0069257635894378845,46.101580545600804,0.22844827586206898,0.75,0.0069257635894378845,0.004869738794267283,-0.2968661532579795
000913,0.0021702849367055315,72.54813175146195,0.9655172413793104,2.5,0.0021702849367055315,0.005086669320240076,1.3437794891400685
000915,0.005627068106634668,53.8615233318285,0.47844827586206895,1.0,0.005627068106634668,0.00527544272492983,-0.06248820434397262
000921,0.0018424536553828359,67.0543486628422,0.8793103448275862,1.6,0.0018424536553828359,0.0027637152557935586,0.500018873049644
000923,0.0008782160143532465,44.83300402115088,0.1939655172413793,0.5,0.0008782160143532465,0.0004687558978280137,-0.46624077656654395
000933,0.0044324886972402465,52.58379206443245,0.40948275862068967,1.0,0.0044324886972402465,0.004155510437774749,-0.06248820434397262
